bay tl sex annuli age yearsold
CharlotteHarbor 475 F 2  2 2.435
CharlotteHarbor 401 F 1  1 1.435
CharlotteHarbor 356 F 1  1 1.435
CharlotteHarbor 363 F 2  2 2.435
CharlotteHarbor 353 F 1  1 1.435
CharlotteHarbor 350 F 1  1 1.435
CharlotteHarbor 324 F 1  1 1.435
CharlotteHarbor 475 F 1  1 1.435
CharlotteHarbor 319 F 1  1 1.435
CharlotteHarbor 323 F 1  1 1.435
CharlotteHarbor 359 F 1  1 1.435
CharlotteHarbor 369 F 1  1 1.435
CharlotteHarbor 354 F 1  1 1.435
CharlotteHarbor 314 F 1  1 1.435
CharlotteHarbor 381 F 1  1 1.435
CharlotteHarbor 349 F 2  2 2.435
CharlotteHarbor 392 F 2  2 2.435
CharlotteHarbor 345 F 1  1 1.435
CharlotteHarbor 335 F 1  1 1.435
CharlotteHarbor 349 F 1  1 1.435
CharlotteHarbor 339 F 1  1 1.435
CharlotteHarbor 329 F 1  1 1.435
CharlotteHarbor 441 F 3  2 2.435
CharlotteHarbor 451 F 2  2 2.435
CharlotteHarbor 450 F 2  2 2.435
CharlotteHarbor 486 F 3  2 2.435
CharlotteHarbor 404 F 1  1 1.435
CharlotteHarbor 455 F 2  2 2.435
CharlotteHarbor 423 F 2  2 2.435
CharlotteHarbor 489 F 2  2 2.435
CharlotteHarbor 407 F 2  2 2.435
CharlotteHarbor 532 F 5  4 4.435
CharlotteHarbor 443 F 2  2 2.435
CharlotteHarbor 476 F 2  2 2.435
CharlotteHarbor 504 F 2  2 2.435
CharlotteHarbor 403 F 2  2 2.435
CharlotteHarbor 439 F 2  2 2.435
CharlotteHarbor 566 F 3  3 3.435
CharlotteHarbor 402 F 2  2 2.435
IndianRiver     417 F 2  2 2.430
IndianRiver     496 F 3  3 3.430
IndianRiver     425 F 2  2 2.430
IndianRiver     580 F 3  3 3.430
IndianRiver     426 F 3  2 2.430
IndianRiver     414 F 3  3 3.430
IndianRiver     392 F 3  2 2.430
IndianRiver     397 F 2  2 2.430
IndianRiver     477 F 2  2 2.430
IndianRiver     453 F 3  3 3.430
IndianRiver     464 F 2  2 2.430
IndianRiver     471 F 2  2 2.430
IndianRiver     414 F 4  3 3.430
IndianRiver     397 F 2  2 2.430
IndianRiver     461 F 2  2 2.430
IndianRiver     438 F 2  2 2.430
IndianRiver     429 F 2  2 2.430
IndianRiver     452 F 3  2 2.430
IndianRiver     355 F 1  1 1.430
IndianRiver     523 F 3  2 2.430
IndianRiver     486 F 2  2 2.430
IndianRiver     453 F 3  3 3.430
IndianRiver     395 F 2  2 2.430
IndianRiver     413 F 2  2 2.430
IndianRiver     424 F 2  2 2.430
IndianRiver     518 F 2  2 2.430
IndianRiver     487 F 2  2 2.430
IndianRiver     431 F 2  2 2.430
IndianRiver     507 F 3  3 3.430
IndianRiver     490 F 3  3 3.430
IndianRiver     448 F 2  2 2.430
IndianRiver     380 F 2  2 2.430
IndianRiver     515 F 3  3 3.430
IndianRiver     376 F 2  2 2.430
IndianRiver     375 F 1  1 1.430
IndianRiver     372 F 1  1 1.430
IndianRiver     389 F 2  2 2.430
IndianRiver     356 F 2  2 2.430
IndianRiver     557 F 3  3 3.430
IndianRiver     533 F 3  3 3.430
IndianRiver     543 F 3  3 3.430
IndianRiver     579 F 3  3 3.430
IndianRiver     359 F 2  2 2.430
CharlotteHarbor 620 F 3  3 3.487
CharlotteHarbor 497 F 5  5 5.487
CharlotteHarbor 470 F 3  2 2.487
CharlotteHarbor 366 F 1  1 1.487
CharlotteHarbor 326 F 1  1 1.487
CharlotteHarbor 350 F 1  1 1.487
CharlotteHarbor 327 F 1  1 1.487
CharlotteHarbor 365 F 1  1 1.487
CharlotteHarbor 393 F 1  1 1.487
CharlotteHarbor 364 F 1  1 1.487
CharlotteHarbor 375 F 2  2 2.487
CharlotteHarbor 365 F 1  1 1.487
CharlotteHarbor 370 F 1  1 1.487
CharlotteHarbor 302 F 0  0 0.487
CharlotteHarbor 375 F 1  1 1.487
CharlotteHarbor 375 F 1  1 1.487
CharlotteHarbor 404 F 2  2 2.487
CharlotteHarbor 335 F 1  1 1.487
CharlotteHarbor 320 F 1  1 1.487
CharlotteHarbor 363 F 1  1 1.487
CharlotteHarbor 333 F 1  1 1.487
CharlotteHarbor 443 F 3  2 2.487
CharlotteHarbor 344 F 1  1 1.487
CharlotteHarbor 294 F 0  0 0.487
CharlotteHarbor 330 F 1  1 1.487
CharlotteHarbor 349 F 1  1 1.487
CharlotteHarbor 300 F 1  1 1.487
CharlotteHarbor 520 F 4  4 4.487
CharlotteHarbor 557 F 2  2 2.487
CharlotteHarbor 446 F 2  2 2.487
CharlotteHarbor 516 F 2  2 2.487
CharlotteHarbor 494 F 2  2 2.487
CharlotteHarbor 542 F 2  2 2.487
CharlotteHarbor 533 F 4  3 3.487
CharlotteHarbor 507 F 4  3 3.487
CharlotteHarbor 530 F 2  2 2.487
CharlotteHarbor 556 F 2  2 2.487
CharlotteHarbor 528 F 4  3 3.487
CharlotteHarbor 499 F 2  2 2.487
CharlotteHarbor 582 F 5  4 4.487
CharlotteHarbor 583 F 2  2 2.487
CharlotteHarbor 515 F 3  3 3.487
CharlotteHarbor 482 F 2  2 2.487
CharlotteHarbor 523 F 2  2 2.487
CharlotteHarbor 545 F 3  3 3.487
CharlotteHarbor 504 F 3  3 3.487
CharlotteHarbor 595 F 4  4 4.487
CharlotteHarbor 472 F 2  2 2.487
CharlotteHarbor 419 F 2  2 2.487
CharlotteHarbor 436 F 2  2 2.487
CharlotteHarbor 417 F 2  2 2.487
CharlotteHarbor 592 F 4  4 4.487
CharlotteHarbor 480 F 2  2 2.487
CharlotteHarbor 632 F 6  6 6.487
CharlotteHarbor 540 F 4  3 3.487
CharlotteHarbor 574 F 2  2 2.487
CharlotteHarbor 568 F 2  2 2.487
CharlotteHarbor 485 F 3  3 3.487
CharlotteHarbor 497 F 2  2 2.487
CharlotteHarbor 461 F 4  4 4.487
CharlotteHarbor 556 F 3  3 3.487
CharlotteHarbor 582 F 3  3 3.487
CharlotteHarbor 552 F 4  4 4.487
CharlotteHarbor 410 F 1  1 1.487
IndianRiver     480 F 2  1 1.490
IndianRiver     474 F 3  2 2.490
IndianRiver     427 F 2  1 1.490
IndianRiver     397 F 1  1 1.490
IndianRiver     426 F 3  2 2.490
IndianRiver     332 F 1  1 1.490
IndianRiver     368 F 2  1 1.490
IndianRiver     323 F 1  1 1.490
IndianRiver     320 F 1  1 1.490
IndianRiver     329 F 2  1 1.490
IndianRiver     326 F 1  1 1.490
IndianRiver     320 F 1  1 1.490
IndianRiver     329 F 1  1 1.490
IndianRiver     340 F 1  1 1.490
IndianRiver     321 F 1  1 1.490
IndianRiver     498 F 3  3 3.490
IndianRiver     558 F 3  3 3.490
IndianRiver     341 F 2  1 1.490
CharlotteHarbor 347 F 2  1 1.600
CharlotteHarbor 414 F 2  1 1.600
CharlotteHarbor 354 F 3  2 2.600
CharlotteHarbor 370 F 2  1 1.600
CharlotteHarbor 380 F 2  2 2.600
CharlotteHarbor 372 F 2  1 1.600
CharlotteHarbor 360 F 3  2 2.600
CharlotteHarbor 328 F 1  1 1.600
CharlotteHarbor 360 F 3  2 2.600
CharlotteHarbor 360 F 1  1 1.600
CharlotteHarbor 428 F 3  2 2.600
CharlotteHarbor 377 F 2  2 2.600
CharlotteHarbor 340 F 1  1 1.600
CharlotteHarbor 323 F 1  1 1.600
CharlotteHarbor 373 F 3  2 2.600
CharlotteHarbor 338 F 3  2 2.600
CharlotteHarbor 391 F 1  1 1.600
CharlotteHarbor 384 F 2  1 1.600
CharlotteHarbor 356 F 1  1 1.600
CharlotteHarbor 344 F 1  1 1.600
CharlotteHarbor 340 F 1  1 1.600
CharlotteHarbor 422 F 3  2 2.600
CharlotteHarbor 334 F 2  1 1.600
CharlotteHarbor 329 F 1  1 1.600
CharlotteHarbor 329 F 2  1 1.600
CharlotteHarbor 333 F 2  1 1.600
CharlotteHarbor 418 F 1  1 1.600
CharlotteHarbor 432 F 3  2 2.600
CharlotteHarbor 434 F 3  2 2.600
CharlotteHarbor 291 F 2  1 1.600
CharlotteHarbor 412 F 2  1 1.600
CharlotteHarbor 400 F 2  1 1.600
CharlotteHarbor 452 F 2  1 1.600
CharlotteHarbor 402 F 1  1 1.600
CharlotteHarbor 410 F 2  1 1.600
IndianRiver     410 F 2  1 1.602
IndianRiver     445 F 2  1 1.602
IndianRiver     411 F 2  1 1.602
IndianRiver     308 F 1  0 0.602
IndianRiver     437 F 2  1 1.602
IndianRiver     309 F 2  1 1.602
IndianRiver     345 F 2  1 1.602
IndianRiver     341 F 2  1 1.602
IndianRiver     364 F 2  1 1.602
IndianRiver     352 F 2  1 1.602
IndianRiver     519 F 3  2 2.602
IndianRiver     577 F 3  2 2.602
IndianRiver     347 F 2  1 1.602
IndianRiver     327 F 1  1 1.602
IndianRiver     687 F 6  6 6.602
IndianRiver     668 F 4  3 3.602
IndianRiver     705 F 4  4 4.602
IndianRiver     310 F 1  1 1.602
IndianRiver     360 F 1  1 1.602
IndianRiver     355 F 2  1 1.602
IndianRiver     360 F 2  1 1.602
IndianRiver     347 F 1  1 1.602
IndianRiver     680 F 4  3 3.602
IndianRiver     366 F 2  1 1.602
IndianRiver     375 F 2  1 1.602
IndianRiver     358 F 2  1 1.602
IndianRiver     642 F 4  3 3.602
IndianRiver     574 F 3  2 2.602
IndianRiver     462 F 3  2 2.605
IndianRiver     474 F 3  2 2.605
IndianRiver     472 F 3  2 2.605
IndianRiver     463 F 2  2 2.605
IndianRiver     473 F 3  3 3.605
IndianRiver     502 F 4  3 3.605
IndianRiver     484 F 2  2 2.605
IndianRiver     474 F 2  2 2.605
IndianRiver     506 F 4  3 3.605
IndianRiver     480 F 4  3 3.605
IndianRiver     466 F 4  3 3.605
IndianRiver     439 F 2  2 2.605
IndianRiver     506 F 4  4 4.605
IndianRiver     469 F 3  2 2.605
IndianRiver     552 F 3  3 3.605
IndianRiver     428 F 3  2 2.605
IndianRiver     421 F 3  2 2.605
IndianRiver     400 F 2  1 1.605
IndianRiver     350 F 2  2 2.605
IndianRiver     391 F 2  2 2.605
